dataset	id	rel_path	abs_path
VisA	0262	VisA/pcb1/train/good/0262.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0262.JPG
VisA	0808	VisA/pcb4/train/good/0808.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0808.JPG
VisA	0645	VisA/pcb1/train/good/0645.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0645.JPG
VisA	0956	VisA/macaroni2/train/good/0956.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0956.JPG
VisA	0014	VisA/pcb2/train/good/0014.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0014.JPG
VisA	0122	VisA/pcb1/train/good/0122.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0122.JPG
VisA	0118	VisA/macaroni2/train/good/0118.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0118.JPG
VisA	085	VisA/pipe_fryum/train/good/085.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/085.JPG
MPDD	023	MPDD/connector/test/good/023.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/connector/test/good/023.png
VisA	0975	VisA/macaroni1/train/good/0975.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0975.JPG
VisA	212	VisA/cashew/train/good/212.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/212.JPG
VisA	154	VisA/fryum/train/good/154.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/154.JPG
VisA	0936	VisA/pcb3/train/good/0936.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0936.JPG
MPDD	013	MPDD/bracket_black/test/scratches/013.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/scratches/013.png
VisA	0097	VisA/candle/train/good/0097.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0097.JPG
VisA	0155	VisA/pcb4/train/good/0155.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0155.JPG
VisA	200	VisA/fryum/train/good/200.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/200.JPG
VisA	432	VisA/cashew/train/good/432.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/432.JPG
MPDD	022	MPDD/tubes/test/good/022.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/good/022.png
MPDD	031	MPDD/tubes/test/anomalous/031.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/031.png
VisA	0052	VisA/pcb4/train/good/0052.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0052.JPG
VisA	0335	VisA/pcb1/train/good/0335.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0335.JPG
VisA	0486	VisA/pcb4/train/good/0486.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0486.JPG
MPDD	015	MPDD/metal_plate/test/good/015.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/good/015.png
MPDD	017	MPDD/metal_plate/test/total_rust/017.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/total_rust/017.png
VisA	0357	VisA/pcb4/train/good/0357.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0357.JPG
VisA	0723	VisA/macaroni1/train/good/0723.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0723.JPG
VisA	252	VisA/capsules/train/good/252.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/252.JPG
VisA	0861	VisA/macaroni2/train/good/0861.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0861.JPG
VisA	0517	VisA/pcb1/train/good/0517.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0517.JPG
MPDD	058	MPDD/tubes/test/anomalous/058.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/058.png
MPDD	020	MPDD/bracket_white/test/good/020.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_white/test/good/020.png
VisA	0350	VisA/macaroni1/train/good/0350.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0350.JPG
VisA	0152	VisA/macaroni1/train/good/0152.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0152.JPG
MPDD	003	MPDD/bracket_brown/test/parts_mismatch/003.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/parts_mismatch/003.png
MPDD	024	MPDD/bracket_black/test/good/024.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/good/024.png
MPDD	054	MPDD/tubes/test/anomalous/054.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/054.png
VisA	383	VisA/cashew/train/good/383.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/383.JPG
VisA	0788	VisA/pcb3/train/good/0788.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0788.JPG
VisA	207	VisA/cashew/train/good/207.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/207.JPG
VisA	0550	VisA/pcb1/train/good/0550.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0550.JPG
VisA	485	VisA/chewinggum/train/good/485.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/485.JPG
VisA	348	VisA/capsules/train/good/348.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/348.JPG
VisA	0963	VisA/pcb1/train/good/0963.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0963.JPG
VisA	0133	VisA/pcb1/train/good/0133.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0133.JPG
VisA	0257	VisA/pcb4/train/good/0257.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0257.JPG
VisA	0907	VisA/macaroni1/train/good/0907.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0907.JPG
VisA	0820	VisA/pcb4/train/good/0820.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0820.JPG
VisA	0852	VisA/pcb1/train/good/0852.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0852.JPG
VisA	0386	VisA/pcb3/train/good/0386.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0386.JPG
VisA	295	VisA/pipe_fryum/train/good/295.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/295.JPG
VisA	0672	VisA/pcb4/train/good/0672.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0672.JPG
MPDD	013	MPDD/bracket_brown/test/parts_mismatch/013.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/parts_mismatch/013.png
VisA	0435	VisA/pcb3/train/good/0435.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0435.JPG
MPDD	013	MPDD/bracket_black/test/good/013.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/good/013.png
VisA	0163	VisA/candle/train/good/0163.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0163.JPG
VisA	0324	VisA/pcb1/train/good/0324.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0324.JPG
VisA	0778	VisA/pcb3/train/good/0778.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0778.JPG
VisA	0470	VisA/pcb4/train/good/0470.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0470.JPG
VisA	314	VisA/cashew/train/good/314.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/314.JPG
VisA	0075	VisA/pcb4/train/good/0075.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0075.JPG
VisA	0008	VisA/pcb2/train/good/0008.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0008.JPG
VisA	0431	VisA/pcb4/train/good/0431.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0431.JPG
VisA	0902	VisA/macaroni1/train/good/0902.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0902.JPG
VisA	0169	VisA/macaroni2/train/good/0169.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0169.JPG
MPDD	020	MPDD/connector/test/good/020.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/connector/test/good/020.png
VisA	0940	VisA/macaroni2/train/good/0940.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0940.JPG
MPDD	018	MPDD/metal_plate/test/total_rust/018.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/total_rust/018.png
VisA	0245	VisA/pcb3/train/good/0245.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0245.JPG
VisA	0880	VisA/macaroni1/train/good/0880.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0880.JPG
VisA	0715	VisA/macaroni2/train/good/0715.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0715.JPG
VisA	249	VisA/fryum/train/good/249.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/249.JPG
VisA	0902	VisA/pcb1/train/good/0902.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0902.JPG
MPDD	018	MPDD/connector/test/good/018.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/connector/test/good/018.png
VisA	0788	VisA/macaroni1/train/good/0788.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0788.JPG
VisA	0418	VisA/pcb1/train/good/0418.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0418.JPG
VisA	161	VisA/capsules/train/good/161.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/161.JPG
MPDD	028	MPDD/tubes/test/good/028.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/good/028.png
VisA	0970	VisA/macaroni2/train/good/0970.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0970.JPG
VisA	0054	VisA/pcb2/train/good/0054.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0054.JPG
VisA	241	VisA/pipe_fryum/train/good/241.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/241.JPG
MPDD	014	MPDD/metal_plate/test/good/014.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/good/014.png
VisA	0422	VisA/pcb1/train/good/0422.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0422.JPG
MPDD	002	MPDD/bracket_black/test/scratches/002.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/scratches/002.png
VisA	019	VisA/fryum/train/good/019.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/019.JPG
VisA	0106	VisA/pcb3/train/good/0106.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0106.JPG
MPDD	022	MPDD/tubes/test/anomalous/022.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/022.png
VisA	0841	VisA/candle/train/good/0841.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0841.JPG
VisA	0093	VisA/macaroni1/train/good/0093.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0093.JPG
VisA	0778	VisA/macaroni2/train/good/0778.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0778.JPG
VisA	0461	VisA/macaroni2/train/good/0461.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0461.JPG
VisA	529	VisA/capsules/train/good/529.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/529.JPG
VisA	0141	VisA/candle/train/good/0141.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0141.JPG
VisA	0661	VisA/pcb4/train/good/0661.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0661.JPG
MPDD	002	MPDD/tubes/test/anomalous/002.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/002.png
VisA	074	VisA/fryum/train/good/074.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/074.JPG
VisA	072	VisA/capsules/train/good/072.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/072.JPG
MPDD	027	MPDD/connector/test/good/027.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/connector/test/good/027.png
VisA	0375	VisA/pcb3/train/good/0375.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0375.JPG
VisA	042	VisA/capsules/train/good/042.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/042.JPG
VisA	0549	VisA/macaroni1/train/good/0549.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0549.JPG
VisA	0536	VisA/macaroni2/train/good/0536.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0536.JPG
VisA	332	VisA/cashew/train/good/332.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/332.JPG
VisA	416	VisA/chewinggum/train/good/416.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/416.JPG
VisA	0719	VisA/candle/train/good/0719.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0719.JPG
VisA	415	VisA/fryum/train/good/415.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/415.JPG
VisA	0137	VisA/candle/train/good/0137.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0137.JPG
VisA	076	VisA/pipe_fryum/train/good/076.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/076.JPG
VisA	035	VisA/chewinggum/train/good/035.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/035.JPG
MPDD	009	MPDD/metal_plate/test/total_rust/009.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/total_rust/009.png
MPDD	016	MPDD/connector/test/good/016.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/connector/test/good/016.png
VisA	0050	VisA/candle/train/good/0050.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0050.JPG
MPDD	001	MPDD/bracket_brown/test/parts_mismatch/001.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/parts_mismatch/001.png
VisA	0986	VisA/candle/train/good/0986.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0986.JPG
MPDD	001	MPDD/bracket_black/test/good/001.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/good/001.png
VisA	129	VisA/pipe_fryum/train/good/129.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pipe_fryum/train/good/129.JPG
VisA	0325	VisA/pcb1/train/good/0325.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0325.JPG
VisA	388	VisA/fryum/train/good/388.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/388.JPG
VisA	0336	VisA/pcb4/train/good/0336.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0336.JPG
VisA	094	VisA/capsules/train/good/094.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/094.JPG
VisA	0231	VisA/macaroni1/train/good/0231.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0231.JPG
MPDD	009	MPDD/metal_plate/test/scratches/009.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/scratches/009.png
VisA	000	VisA/cashew/train/good/000.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/000.JPG
VisA	0330	VisA/macaroni2/train/good/0330.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0330.JPG
VisA	0512	VisA/pcb2/train/good/0512.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0512.JPG
MPDD	015	MPDD/bracket_white/test/scratches/015.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_white/test/scratches/015.png
VisA	345	VisA/capsules/train/good/345.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/345.JPG
VisA	0949	VisA/macaroni1/train/good/0949.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0949.JPG
VisA	0794	VisA/macaroni1/train/good/0794.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0794.JPG
VisA	0904	VisA/pcb3/train/good/0904.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0904.JPG
VisA	0235	VisA/pcb3/train/good/0235.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0235.JPG
VisA	0420	VisA/macaroni1/train/good/0420.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni1/train/good/0420.JPG
VisA	0134	VisA/pcb1/train/good/0134.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0134.JPG
VisA	0840	VisA/pcb1/train/good/0840.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0840.JPG
VisA	372	VisA/fryum/train/good/372.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/372.JPG
VisA	191	VisA/chewinggum/train/good/191.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/191.JPG
VisA	0856	VisA/pcb3/train/good/0856.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0856.JPG
VisA	0318	VisA/pcb3/train/good/0318.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0318.JPG
MPDD	005	MPDD/bracket_white/test/scratches/005.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_white/test/scratches/005.png
MPDD	057	MPDD/tubes/test/anomalous/057.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/057.png
VisA	0127	VisA/pcb2/train/good/0127.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0127.JPG
VisA	0594	VisA/pcb1/train/good/0594.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0594.JPG
VisA	0668	VisA/pcb3/train/good/0668.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0668.JPG
VisA	0368	VisA/macaroni2/train/good/0368.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0368.JPG
VisA	0444	VisA/pcb3/train/good/0444.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0444.JPG
VisA	0001	VisA/macaroni2/train/good/0001.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0001.JPG
VisA	0790	VisA/pcb2/train/good/0790.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0790.JPG
VisA	0099	VisA/pcb4/train/good/0099.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0099.JPG
VisA	108	VisA/fryum/train/good/108.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/108.JPG
VisA	0481	VisA/macaroni2/train/good/0481.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0481.JPG
VisA	0939	VisA/pcb4/train/good/0939.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0939.JPG
VisA	0810	VisA/candle/train/good/0810.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0810.JPG
MPDD	000	MPDD/bracket_brown/test/parts_mismatch/000.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_brown/test/parts_mismatch/000.png
MPDD	019	MPDD/tubes/test/anomalous/019.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/019.png
MPDD	019	MPDD/bracket_black/test/scratches/019.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/scratches/019.png
MPDD	015	MPDD/bracket_black/test/good/015.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/good/015.png
VisA	247	VisA/capsules/train/good/247.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/247.JPG
VisA	0439	VisA/macaroni2/train/good/0439.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0439.JPG
VisA	099	VisA/fryum/train/good/099.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/099.JPG
VisA	0770	VisA/pcb4/train/good/0770.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0770.JPG
MPDD	023	MPDD/metal_plate/test/good/023.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/metal_plate/test/good/023.png
MPDD	003	MPDD/bracket_black/test/good/003.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/good/003.png
VisA	0889	VisA/macaroni2/train/good/0889.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0889.JPG
VisA	0002	VisA/macaroni2/train/good/0002.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0002.JPG
VisA	0996	VisA/pcb2/train/good/0996.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb2/train/good/0996.JPG
VisA	0649	VisA/pcb3/train/good/0649.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb3/train/good/0649.JPG
VisA	382	VisA/chewinggum/train/good/382.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/chewinggum/train/good/382.JPG
VisA	421	VisA/fryum/train/good/421.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/fryum/train/good/421.JPG
MPDD	029	MPDD/tubes/test/anomalous/029.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/tubes/test/anomalous/029.png
VisA	0301	VisA/pcb1/train/good/0301.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0301.JPG
VisA	0220	VisA/candle/train/good/0220.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/candle/train/good/0220.JPG
VisA	0983	VisA/macaroni2/train/good/0983.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/macaroni2/train/good/0983.JPG
VisA	075	VisA/cashew/train/good/075.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/cashew/train/good/075.JPG
VisA	0442	VisA/pcb1/train/good/0442.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb1/train/good/0442.JPG
VisA	371	VisA/capsules/train/good/371.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/capsules/train/good/371.JPG
MPDD	014	MPDD/bracket_black/test/scratches/014.png	/mnt/nfs/wmd/data/Industrial_test_real/MPDD/bracket_black/test/scratches/014.png
VisA	0953	VisA/pcb4/train/good/0953.JPG	/mnt/nfs/wmd/data/Industrial_test_real/VisA/pcb4/train/good/0953.JPG
